especie,fecha,apertura,maximo,minimo,cierre
MERVAL,01-02-89,0.2,0.2,0.2,0.2
MERVAL,01-03-89,0.21,0.21,0.21,0.21
MERVAL,01-04-89,0.22,0.22,0.22,0.22
MERVAL,01-05-89,0.21,0.21,0.21,0.21
MERVAL,01-06-89,0.21,0.21,0.21,0.21
MERVAL,01-09-89,0.22,0.22,0.22,0.22
MERVAL,01-10-89,0.22,0.22,0.22,0.22
MERVAL,01-11-89,0.21,0.21,0.21,0.21
MERVAL,01-12-89,0.21,0.21,0.21,0.21
MERVAL,01-13-89,0.21,0.21,0.21,0.21
MERVAL,01-17-89,0.2,0.2,0.2,0.2
MERVAL,01-18-89,0.2,0.2,0.2,0.2
MERVAL,01-19-89,0.19,0.19,0.19,0.19
MERVAL,01-20-89,0.19,0.19,0.19,0.19
MERVAL,01-23-89,0.2,0.2,0.2,0.2
MERVAL,01-24-89,0.19,0.19,0.19,0.19
MERVAL,01-25-89,0.19,0.19,0.19,0.19
MERVAL,01-26-89,0.19,0.19,0.19,0.19
MERVAL,01-27-89,0.18,0.18,0.18,0.18
MERVAL,01-30-89,0.18,0.18,0.18,0.18
MERVAL,01-31-89,0.18,0.18,0.18,0.18
MERVAL,02-01-89,0.19,0.19,0.19,0.19
MERVAL,02-02-89,0.18,0.18,0.18,0.18
MERVAL,02-03-89,0.17,0.17,0.17,0.17
MERVAL,02-07-89,0.2,0.2,0.2,0.2
MERVAL,02-08-89,0.23,0.23,0.23,0.23
MERVAL,02-09-89,0.2,0.2,0.2,0.2
MERVAL,02-10-89,0.21,0.21,0.21,0.21
MERVAL,02-13-89,0.2,0.2,0.2,0.2
MERVAL,02-14-89,0.2,0.2,0.2,0.2
MERVAL,02-15-89,0.23,0.23,0.23,0.23
MERVAL,02-16-89,0.24,0.24,0.24,0.24
MERVAL,02-17-89,0.24,0.24,0.24,0.24
MERVAL,02-20-89,0.24,0.24,0.24,0.24
MERVAL,02-21-89,0.23,0.23,0.23,0.23
MERVAL,02-22-89,0.22,0.22,0.22,0.22
MERVAL,02-23-89,0.23,0.23,0.23,0.23
MERVAL,02-24-89,0.25,0.25,0.25,0.25
MERVAL,02-27-89,0.24,0.24,0.24,0.24
MERVAL,02-28-89,0.24,0.24,0.24,0.24
MERVAL,03-01-89,0.24,0.24,0.24,0.24
MERVAL,03-02-89,0.27,0.27,0.27,0.27
MERVAL,03-03-89,0.28,0.28,0.28,0.28
MERVAL,03-06-89,0.3,0.3,0.3,0.3
MERVAL,03-07-89,0.32,0.32,0.32,0.32
MERVAL,03-08-89,0.36,0.36,0.36,0.36
MERVAL,03-09-89,0.33,0.33,0.33,0.33
MERVAL,03-10-89,0.33,0.33,0.33,0.33
MERVAL,03-13-89,0.36,0.36,0.36,0.36
MERVAL,03-15-89,0.39,0.39,0.39,0.39
MERVAL,03-16-89,0.4,0.4,0.4,0.4
MERVAL,03-17-89,0.4,0.4,0.4,0.4
MERVAL,03-20-89,0.38,0.38,0.38,0.38
MERVAL,03-21-89,0.37,0.37,0.37,0.37
MERVAL,03-22-89,0.4,0.4,0.4,0.4
MERVAL,03-27-89,0.42,0.42,0.42,0.42
MERVAL,03-28-89,0.4,0.4,0.4,0.4
MERVAL,03-29-89,0.45,0.45,0.45,0.45
MERVAL,03-30-89,0.46,0.46,0.46,0.46
MERVAL,03-31-89,0.45,0.45,0.45,0.45
MERVAL,04-04-89,0.46,0.46,0.46,0.46
MERVAL,04-05-89,0.43,0.43,0.43,0.43
MERVAL,04-06-89,0.43,0.43,0.43,0.43
MERVAL,04-07-89,0.42,0.42,0.42,0.42
MERVAL,04-10-89,0.38,0.38,0.38,0.38
MERVAL,04-11-89,0.41,0.41,0.41,0.41
MERVAL,04-12-89,0.45,0.45,0.45,0.45
MERVAL,04-13-89,0.49,0.49,0.49,0.49
MERVAL,04-14-89,0.46,0.46,0.46,0.46
MERVAL,04-17-89,0.44,0.44,0.44,0.44
MERVAL,04-18-89,0.48,0.48,0.48,0.48
MERVAL,04-20-89,0.49,0.49,0.49,0.49
MERVAL,04-21-89,0.49,0.49,0.49,0.49
MERVAL,04-24-89,0.53,0.53,0.53,0.53
MERVAL,04-25-89,0.61,0.61,0.61,0.61
MERVAL,04-26-89,0.74,0.74,0.74,0.74
MERVAL,04-27-89,0.71,0.71,0.71,0.71
MERVAL,05-03-89,0.72,0.72,0.72,0.72
MERVAL,05-04-89,0.7,0.7,0.7,0.7
MERVAL,05-05-89,0.75,0.75,0.75,0.75
MERVAL,05-08-89,0.94,0.94,0.94,0.94
MERVAL,05-09-89,0.97,0.97,0.97,0.97
MERVAL,05-10-89,1.07,1.07,1.07,1.07
MERVAL,05-11-89,1.05,1.05,1.05,1.05
MERVAL,05-12-89,1.08,1.08,1.08,1.08
MERVAL,05-15-89,0.95,0.95,0.95,0.95
MERVAL,05-16-89,0.88,0.88,0.88,0.88
MERVAL,05-17-89,1.05,1.05,1.05,1.05
MERVAL,05-18-89,1.28,1.28,1.28,1.28
MERVAL,05-19-89,1.26,1.26,1.26,1.26
MERVAL,05-30-89,1.64,1.64,1.64,1.64
MERVAL,05-31-89,2.28,2.28,2.28,2.28
MERVAL,06-01-89,2.21,2.21,2.21,2.21
MERVAL,06-02-89,2.64,2.64,2.64,2.64
MERVAL,06-05-89,3.14,3.14,3.14,3.14
MERVAL,06-06-89,3.01,3.01,3.01,3.01
MERVAL,06-07-89,3.09,3.09,3.09,3.09
MERVAL,06-08-89,2.96,2.96,2.96,2.96
MERVAL,06-09-89,3.19,3.19,3.19,3.19
MERVAL,06-12-89,3.66,3.66,3.66,3.66
MERVAL,06-13-89,4.24,4.24,4.24,4.24
MERVAL,06-14-89,4.87,4.87,4.87,4.87
MERVAL,06-15-89,4.57,4.57,4.57,4.57
MERVAL,06-16-89,5.14,5.14,5.14,5.14
MERVAL,06-20-89,5.66,5.66,5.66,5.66
MERVAL,06-21-89,5.3,5.3,5.3,5.3
MERVAL,06-22-89,4.99,4.99,4.99,4.99
MERVAL,06-23-89,5.24,5.24,5.24,5.24
MERVAL,06-26-89,5.58,5.58,5.58,5.58
MERVAL,06-27-89,6.19,6.19,6.19,6.19
MERVAL,06-28-89,8.02,8.02,8.02,8.02
MERVAL,06-29-89,7.84,7.84,7.84,7.84
MERVAL,06-30-89,8.82,8.82,8.82,8.82
MERVAL,07-03-89,8.7,8.7,8.7,8.7
MERVAL,07-04-89,8.54,8.54,8.54,8.54
MERVAL,07-05-89,9.54,9.54,9.54,9.54
MERVAL,07-06-89,9.01,9.01,9.01,9.01
MERVAL,07-07-89,9.2,9.2,9.2,9.2
MERVAL,07-10-89,9.84,9.84,9.84,9.84
MERVAL,07-11-89,9.05,9.05,9.05,9.05
MERVAL,07-12-89,8.57,8.57,8.57,8.57
MERVAL,07-13-89,9.51,9.51,9.51,9.51
MERVAL,07-14-89,10.2,10.2,10.2,10.2
MERVAL,07-17-89,10.79,10.79,10.79,10.79
MERVAL,07-18-89,11.46,11.46,11.46,11.46
MERVAL,07-19-89,11.89,11.89,11.89,11.89
MERVAL,07-20-89,11.01,11.01,11.01,11.01
MERVAL,07-21-89,10.51,10.51,10.51,10.51
MERVAL,07-24-89,9.44,9.44,9.44,9.44
MERVAL,07-25-89,9.24,9.24,9.24,9.24
MERVAL,07-26-89,9.98,9.98,9.98,9.98
MERVAL,07-27-89,9.31,9.31,9.31,9.31
MERVAL,07-28-89,8.44,8.44,8.44,8.44
MERVAL,07-31-89,7.49,7.49,7.49,7.49
MERVAL,08-01-89,8.24,8.24,8.24,8.24
MERVAL,08-02-89,7.97,7.97,7.97,7.97
MERVAL,08-03-89,8.09,8.09,8.09,8.09
MERVAL,08-04-89,8.53,8.53,8.53,8.53
MERVAL,08-07-89,9.36,9.36,9.36,9.36
MERVAL,08-08-89,9.11,9.11,9.11,9.11
MERVAL,08-09-89,9.18,9.18,9.18,9.18
MERVAL,08-10-89,9.55,9.55,9.55,9.55
MERVAL,08-11-89,9.67,9.67,9.67,9.67
MERVAL,08-14-89,9.26,9.26,9.26,9.26
MERVAL,08-15-89,9.42,9.42,9.42,9.42
MERVAL,08-16-89,9.64,9.64,9.64,9.64
MERVAL,08-17-89,9.83,9.83,9.83,9.83
MERVAL,08-18-89,10.15,10.15,10.15,10.15
MERVAL,08-22-89,10.22,10.22,10.22,10.22
MERVAL,08-23-89,10.34,10.34,10.34,10.34
MERVAL,08-24-89,10.41,10.41,10.41,10.41
MERVAL,08-25-89,10.68,10.68,10.68,10.68
MERVAL,08-28-89,10.58,10.58,10.58,10.58
MERVAL,08-29-89,10.51,10.51,10.51,10.51
MERVAL,08-30-89,10.95,10.95,10.95,10.95
MERVAL,08-31-89,10.92,10.92,10.92,10.92
MERVAL,09-01-89,10.82,10.82,10.82,10.82
MERVAL,09-04-89,10.69,10.69,10.69,10.69
MERVAL,09-05-89,10.99,10.99,10.99,10.99
MERVAL,09-06-89,11.76,11.76,11.76,11.76
MERVAL,09-07-89,12.15,12.15,12.15,12.15
MERVAL,09-08-89,11.9,11.9,11.9,11.9
MERVAL,09-11-89,12.88,12.88,12.88,12.88
MERVAL,09-12-89,12.74,12.74,12.74,12.74
MERVAL,09-13-89,13.98,13.98,13.98,13.98
MERVAL,09-14-89,14.77,14.77,14.77,14.77
MERVAL,09-15-89,15.01,15.01,15.01,15.01
MERVAL,09-18-89,17.2,17.2,17.2,17.2
MERVAL,09-19-89,15.49,15.49,15.49,15.49
MERVAL,09-20-89,17.07,17.07,17.07,17.07
MERVAL,09-21-89,18.02,18.02,18.02,18.02
MERVAL,09-22-89,17.89,17.89,17.89,17.89
MERVAL,09-25-89,19.1,19.1,19.1,19.1
MERVAL,09-26-89,20.86,20.86,20.86,20.86
MERVAL,09-27-89,21.28,21.28,21.28,21.28
MERVAL,09-28-89,22.87,22.87,22.87,22.87
MERVAL,09-29-89,22.87,22.87,22.87,22.87
MERVAL,10-02-89,22.87,22.87,22.87,22.87
MERVAL,10-03-89,23.51,23.51,23.51,23.51
MERVAL,10-04-89,24.1,24.1,24.1,24.1
MERVAL,10-05-89,24.28,24.28,24.28,24.28
MERVAL,10-06-89,22.87,22.87,22.87,22.87
MERVAL,10-09-89,22.57,22.57,22.57,22.57
MERVAL,10-10-89,23.13,23.13,23.13,23.13
MERVAL,10-11-89,23.16,23.16,23.16,23.16
MERVAL,10-12-89,21.95,21.95,21.95,21.95
MERVAL,10-13-89,20.48,20.48,20.48,20.48
MERVAL,10-17-89,18.42,18.42,18.42,18.42
MERVAL,10-18-89,18.84,18.84,18.84,18.84
MERVAL,10-19-89,20.22,20.22,20.22,20.22
MERVAL,10-20-89,21.65,21.65,21.65,21.65
MERVAL,10-23-89,20.94,20.94,20.94,20.94
MERVAL,10-24-89,21.72,21.72,21.72,21.72
MERVAL,10-25-89,20.58,20.58,20.58,20.58
MERVAL,10-26-89,20.15,20.15,20.15,20.15
MERVAL,10-27-89,20.26,20.26,20.26,20.26
MERVAL,10-30-89,20.46,20.46,20.46,20.46
MERVAL,10-31-89,20.98,20.98,20.98,20.98
MERVAL,11-01-89,22.21,22.21,22.21,22.21
MERVAL,11-02-89,21.01,21.01,21.01,21.01
MERVAL,11-03-89,20.89,20.89,20.89,20.89
MERVAL,11-06-89,19.16,19.16,19.16,19.16
MERVAL,11-07-89,17.46,17.46,17.46,17.46
MERVAL,11-08-89,17.21,17.21,17.21,17.21
MERVAL,11-09-89,19.58,19.58,19.58,19.58
MERVAL,11-10-89,18.36,18.36,18.36,18.36
MERVAL,11-13-89,19.43,19.43,19.43,19.43
MERVAL,11-14-89,19.34,19.34,19.34,19.34
MERVAL,11-15-89,20.83,20.83,20.83,20.83
MERVAL,11-16-89,20.83,20.83,20.83,20.83
MERVAL,11-17-89,20.25,20.25,20.25,20.25
MERVAL,11-20-89,22.56,22.56,22.56,22.56
MERVAL,11-21-89,23.66,23.66,23.66,23.66
MERVAL,11-22-89,23.1,23.1,23.1,23.1
MERVAL,11-23-89,22.18,22.18,22.18,22.18
MERVAL,11-24-89,22.37,22.37,22.37,22.37
MERVAL,11-27-89,20.58,20.58,20.58,20.58
MERVAL,11-28-89,20.39,20.39,20.39,20.39
MERVAL,11-29-89,19.76,19.76,19.76,19.76
MERVAL,11-30-89,18.85,18.85,18.85,18.85
MERVAL,12-01-89,17,17,17,17
MERVAL,12-04-89,15.89,15.89,15.89,15.89
MERVAL,12-05-89,18.46,18.46,18.46,18.46
MERVAL,12-06-89,20.6,20.6,20.6,20.6
MERVAL,12-07-89,20.19,20.19,20.19,20.19
MERVAL,12-12-89,21.48,21.48,21.48,21.48
MERVAL,12-13-89,24.25,24.25,24.25,24.25
MERVAL,12-14-89,29.05,29.05,29.05,29.05
MERVAL,12-20-89,32.9,32.9,32.9,32.9
MERVAL,12-21-89,29.72,29.72,29.72,29.72
MERVAL,12-22-89,26.7,26.7,26.7,26.7
MERVAL,12-26-89,26.7,26.7,26.7,26.7
MERVAL,12-27-89,35.69,35.69,35.69,35.69
MERVAL,12-28-89,34.96,34.96,34.96,34.96
MERVAL,01-08-90,17.48,20.48,16.62,17.48
MERVAL,01-09-90,21.43,21.68,19.18,21.43
MERVAL,01-10-90,22.49,24.08,21.52,22.49
MERVAL,01-11-90,22.12,23.23,20.99,22.12
MERVAL,01-12-90,24.78,24.92,22.6,24.78
MERVAL,01-15-90,27.33,28.64,26.26,27.33
MERVAL,01-16-90,25.39,26.83,24.74,25.39
MERVAL,01-17-90,27.91,27.98,25.62,27.91
MERVAL,01-18-90,27.64,28.82,26.74,27.64
MERVAL,01-19-90,25.92,27.11,25.3,25.92
MERVAL,01-22-90,24.11,24.87,23.71,24.11
MERVAL,01-23-90,23.93,24.66,22.49,23.93
MERVAL,01-24-90,24.27,25.59,24.03,24.27
MERVAL,01-25-90,23.1,24.39,22.87,23.1
MERVAL,01-26-90,22.67,23.31,22.01,22.67
MERVAL,01-29-90,23.91,24.3,22.96,23.91
MERVAL,01-30-90,22.64,24.62,22.55,22.64
MERVAL,01-31-90,22.96,23.12,21.68,22.96
MERVAL,02-01-90,22.49,24.27,22.31,22.49
MERVAL,02-02-90,22.33,22.98,21.61,22.33
MERVAL,02-05-90,20.76,22.44,20.57,20.76
MERVAL,02-06-90,22.54,22.54,20.59,22.54
MERVAL,02-07-90,26.65,27.03,23.16,26.65
MERVAL,02-08-90,26.07,26.89,25.4,26.07
MERVAL,02-09-90,26.45,26.45,25.13,26.45
MERVAL,02-12-90,29.69,29.69,26.44,29.69
MERVAL,02-13-90,31.34,32.56,29.79,31.34
MERVAL,02-14-90,33.48,33.82,30.74,33.48
MERVAL,02-15-90,39.38,39.41,33.83,39.38
MERVAL,02-16-90,46.6,47.67,40.18,46.6
MERVAL,02-19-90,55.06,57.66,47,55.06
MERVAL,02-20-90,48.7,55.69,48.32,48.7
MERVAL,02-21-90,57.4,57.4,47.44,57.4
MERVAL,02-22-90,61.05,66.95,58.19,61.05
MERVAL,02-23-90,61.64,63.73,60.07,61.64
MERVAL,02-26-90,63.04,63.09,59.66,63.04
MERVAL,02-27-90,68.82,69.94,63.95,68.82
MERVAL,02-28-90,87.14,87.56,70.21,87.14
MERVAL,03-01-90,95.74,99.78,82.92,95.74
MERVAL,03-02-90,83.7,95.54,83.08,83.7
MERVAL,03-06-90,69.59,82.42,68.75,69.59
MERVAL,03-07-90,67.73,71.84,67.03,67.73
MERVAL,03-08-90,73.74,74.73,68.46,73.74
MERVAL,03-09-90,71.1,77.94,71.03,71.1
MERVAL,03-12-90,68.41,74.28,66.47,68.41
MERVAL,03-13-90,66.31,68.6,64.34,66.31
MERVAL,03-14-90,72.78999,72.79,67.37,72.78999
MERVAL,03-15-90,69.77,77.71,69.72,69.77
MERVAL,03-16-90,66.63,71.68,64.95,66.63
MERVAL,03-19-90,61.27,67.28,60.49,61.27
MERVAL,03-20-90,61.69,64.08,60.66,61.69
MERVAL,03-21-90,64.62,65.19,62.57,64.62
MERVAL,03-22-90,59.87,65.56,58.86,59.87
MERVAL,03-23-90,58.79,60.69,56.79,58.79
MERVAL,03-26-90,60.94,61.98,59.34,60.94
MERVAL,03-27-90,71.55,71.55,61.58,71.55
MERVAL,03-28-90,70.78999,76.99,70.49,70.78999
MERVAL,03-29-90,78.06,78.86,70.84,78.06
MERVAL,03-30-90,80.1,80.58,77.83,80.1
MERVAL,04-02-90,81.25999,84.72,80.61,81.25999
MERVAL,04-03-90,80.39,81.19,77.71,80.39
MERVAL,04-04-90,84.57999,84.78,81.06,84.57999
MERVAL,04-05-90,89.13,89.47,84.99,89.13
MERVAL,04-06-90,90.7,92.75,80.26,90.7
MERVAL,04-09-90,94.85999,94.86,90.03,94.85999
MERVAL,04-10-90,89.59,97.6,89.29,89.59
MERVAL,04-11-90,95.85999,95.86,88.94,95.85999
MERVAL,04-16-90,98.28,100.2,96.88,98.28
MERVAL,04-17-90,98.16,100.2,96.64,98.16
MERVAL,04-18-90,101.1,103.4,99.41,101.1
MERVAL,04-19-90,102.89999,104.5,99.97,102.89999
MERVAL,04-20-90,99.66,104.6,97.89,99.66
MERVAL,04-23-90,98.75,103.3,98.55,98.75
MERVAL,04-24-90,93.95,99.68,93.89,93.95
MERVAL,04-25-90,91.71999,96.19,91.22,91.71999
MERVAL,04-26-90,99.67999,99.68,91.92,99.67999
MERVAL,04-27-90,94.53,101.8,94.44,94.53
MERVAL,04-30-90,96.77,96.96,91.89,96.77
MERVAL,05-02-90,98.52,99.53,94.86,98.52
MERVAL,05-03-90,96.07,100.7,95.9,96.07
MERVAL,05-04-90,96.75,99.74,96.24,96.75
MERVAL,05-07-90,95.00999,98.35,94.71,95.00999
MERVAL,05-08-90,91.62,95.06,91.04,91.62
MERVAL,05-09-90,92.78,94.72,91.69,92.78
MERVAL,05-10-90,98.64999,98.65,93.07,98.64999
MERVAL,05-11-90,103.2,104.2,98.96,103.2
MERVAL,05-14-90,108.39999,108.4,103.8,108.39999
MERVAL,05-15-90,105.28999,111.2,104.4,105.28999
MERVAL,05-16-90,106.46999,106.47,102.5,106.46999
MERVAL,05-17-90,108.85,109.8,106.7,108.85
MERVAL,05-18-90,105.95,109.2,105.8,105.95
MERVAL,05-21-90,100.39,105.7,100.2,100.39
MERVAL,05-22-90,105.1,105.7,100.3,105.1
MERVAL,05-23-90,101.27,105.3,101,101.27
MERVAL,05-24-90,100.38,103.2,99.55,100.38
MERVAL,05-28-90,95.39999,100.3,95.4,95.39999
MERVAL,05-29-90,96.16,98.2,95.12,96.16
MERVAL,05-30-90,94.37,96.66,94.05,94.37
MERVAL,05-31-90,95.81,97.28,94.47,95.81
MERVAL,06-01-90,90.48,95.81,90.01,90.48
MERVAL,06-04-90,84.85999,90.54,84.73,84.85999
MERVAL,06-05-90,86.13,86.13,82.63,86.13
MERVAL,06-06-90,89.7,90.65,86.34,89.7
MERVAL,06-07-90,86.88,91.34,86.68,86.88
MERVAL,06-08-90,85.82,87.29,84.68,85.82
MERVAL,06-11-90,83.67999,87.98,81.25,83.67999
MERVAL,06-12-90,88.32,89.78,84.19,88.32
MERVAL,06-13-90,85.43999,90.99,85.18,85.43999
MERVAL,06-14-90,86.7,86.97,84.69,86.7
MERVAL,06-15-90,85.12,87.47,83.88,85.12
MERVAL,06-19-90,81.52,85.01,81.02,81.52
MERVAL,06-20-90,83.98,84.83,81.52,83.98
MERVAL,06-21-90,87.42,87.88,84.32,87.42
MERVAL,06-22-90,86.50999,88.54,86.34,86.50999
MERVAL,06-25-90,88.67,89.32,86.62,88.67
MERVAL,06-26-90,89.71999,91.63,89.18,89.71999
MERVAL,06-27-90,91.21,91.29,85.74,91.21
MERVAL,06-28-90,101.35999,101.4,91.48,101.35999
MERVAL,06-29-90,99.07999,103.9,97.33,99.07999
MERVAL,07-02-90,100.28,103.9,99.2,100.28
MERVAL,07-03-90,97.68999,100,97.4,97.68999
MERVAL,07-04-90,100.37,100.37,96.61,100.37
MERVAL,07-05-90,99.98,102,99.24,99.98
MERVAL,07-06-90,100.64,100.7,97.7,100.64
MERVAL,07-10-90,94.81,101.1,94.72,94.81
MERVAL,07-11-90,95.38,97.13,94.69,95.38
MERVAL,07-12-90,96.52,96.7,94.42,96.52
MERVAL,07-13-90,95.28,98.42,95.28,95.28
MERVAL,07-16-90,91.50999,95.55,91.51,91.50999
MERVAL,07-17-90,92.32999,92.58,89.98,92.32999
MERVAL,07-18-90,98.21999,98.22,92.53,98.21999
MERVAL,07-19-90,106.81,106.81,98.41,106.81
MERVAL,07-20-90,103.35999,107.9,103.3,103.35999
MERVAL,07-23-90,110.85,110.85,103.3,110.85
MERVAL,07-24-90,112.35,115.5,111.6,112.35
MERVAL,07-25-90,111.45,113.4,110.3,111.45
MERVAL,07-26-90,119.85,119.9,111.5,119.85
MERVAL,07-27-90,117.73,122.7,117.6,117.73
MERVAL,07-30-90,114.82999,118.5,114.2,114.82999
MERVAL,07-31-90,120.14999,120.4,110.8,120.14999
MERVAL,08-01-90,126.73,127.9,120.9,126.73
MERVAL,08-02-90,133.64,133.64,125.2,133.64
MERVAL,08-03-90,138.39,138.7,132.2,138.39
MERVAL,08-06-90,130.37999,139.2,130.3,130.37999
MERVAL,08-07-90,142.78999,142.79,127.5,142.78999
MERVAL,08-08-90,138.5,145.1,137.2,138.5
MERVAL,08-09-90,130.26999,138.1,129.9,130.26999
MERVAL,08-10-90,131.20999,136.2,128.3,131.20999
MERVAL,08-13-90,127.60999,135.7,126.1,127.60999
MERVAL,08-14-90,130.57999,131.9,127.7,130.57999
MERVAL,08-15-90,127.71,131.2,126.9,127.71
MERVAL,08-16-90,125.66,129,124.4,125.66
MERVAL,08-17-90,132.10999,133,126.1,132.10999
MERVAL,08-21-90,122.74,131.6,121.7,122.74
MERVAL,08-22-90,124.52,126.6,120.7,124.52
MERVAL,08-23-90,119.18999,124.7,119,119.18999
MERVAL,08-24-90,116.09,119.1,113.5,116.09
MERVAL,08-27-90,116.25,120.6,115.5,116.25
MERVAL,08-28-90,121.46,121.46,115.5,121.46
MERVAL,08-29-90,122.38,123.8,121.4,122.38
MERVAL,08-30-90,115.46,122.5,113.3,115.46
MERVAL,08-31-90,114.57,115.1,111.1,114.57
MERVAL,09-03-90,107.48,114.1,105.9,107.48
MERVAL,09-04-90,103.68999,107.7,103.4,103.68999
MERVAL,09-05-90,113.10999,113.11,104.4,113.10999
MERVAL,09-06-90,107.28999,115.5,107.2,107.28999
MERVAL,09-07-90,106.7,108.5,104.5,106.7
MERVAL,09-10-90,106.34,110.5,106,106.34
MERVAL,09-11-90,102.12,105.2,100.7,102.12
MERVAL,09-12-90,101.57999,102.6,98.29,101.57999
MERVAL,09-13-90,109.91,109.91,102,109.91
MERVAL,09-14-90,107.39,110.6,106.3,107.39
MERVAL,09-17-90,108.8,108.8,103.8,108.8
MERVAL,09-18-90,115.25,115.8,109,115.25
MERVAL,09-19-90,115.17999,118.9,114.4,115.17999
MERVAL,09-20-90,111.95,115,111.9,111.95
MERVAL,09-21-90,113.67999,113.68,109.4,113.67999
MERVAL,09-24-90,109.84,114.4,108.7,109.84
MERVAL,09-25-90,105.32,109.4,104.7,105.32
MERVAL,09-26-90,104.35999,106.9,103.8,104.35999
MERVAL,09-27-90,109.59,109.6,104.4,109.59
MERVAL,09-28-90,110.16,110.9,107.2,110.16
MERVAL,10-01-90,108.78,112.6,108.5,108.78
MERVAL,10-02-90,107.23,110,107,107.23
MERVAL,10-03-90,103.91,107.6,102.9,103.91
MERVAL,10-04-90,97.60999,103.6,97.61,97.60999
MERVAL,10-05-90,96.32999,98.77,93.8,96.32999
MERVAL,10-08-90,100.59,101.9,96.71,100.59
MERVAL,10-09-90,94.38,99.78,93.95,94.38
MERVAL,10-10-90,92.02,95.18,91.5,92.02
MERVAL,10-11-90,90.41,92.31,88.42,90.41
MERVAL,10-12-90,92.38,93.16,90.26,92.38
MERVAL,10-16-90,87,92.3,86.25,87
MERVAL,10-17-90,90.45,90.45,87.22,90.45
MERVAL,10-18-90,95.25999,95.38,90.85,95.25999
MERVAL,10-19-90,90.73,95.14,90.43,90.73
MERVAL,10-22-90,90.16,92.15,89.26,90.16
MERVAL,10-23-90,94.5,94.5,90.2,94.5
MERVAL,10-24-90,97.28,98.86,94.91,97.28
MERVAL,10-25-90,94.09,97.08,93.37,94.09
MERVAL,10-26-90,97.37,97.37,93.14,97.37
MERVAL,10-29-90,96.14999,97.83,95.14,96.14999
MERVAL,10-30-90,98.88,98.88,95.26,98.88
MERVAL,10-31-90,96.09,100.3,95.89,96.09
MERVAL,11-01-90,99.39,99.39,95.26,99.39
MERVAL,11-02-90,101.2,102.8,99.7,101.2
MERVAL,11-05-90,103.39999,104.6,101.6,103.39999
MERVAL,11-07-90,104.50999,109,102.9,104.50999
MERVAL,11-08-90,102.87,105.2,102.6,102.87
MERVAL,11-09-90,101.96,105.4,101.5,101.96
MERVAL,11-12-90,98.7,102,97.35,98.7
MERVAL,11-13-90,100.14999,100.7,98.11,100.14999
MERVAL,11-14-90,100.6,101.1,98.91,100.6
MERVAL,11-15-90,99.25999,101.4,98.6,99.25999
MERVAL,11-16-90,99.1,99.1,97.47,99.1
MERVAL,11-19-90,96.57999,99.23,96.12,96.57999
MERVAL,11-20-90,95.35,96.35,94.08,95.35
MERVAL,11-21-90,96.25,96.32,95.01,96.25
MERVAL,11-22-90,99.28999,99.34,96.58,99.28999
MERVAL,11-23-90,97.52,100.4,97.39,97.52
MERVAL,11-26-90,95.38,97.52,94.1,95.38
MERVAL,11-27-90,94.49,96.01,93.84,94.49
MERVAL,11-28-90,94.78999,95.17,94.03,94.78999
MERVAL,11-29-90,92.78,95.4,92.61,92.78
MERVAL,11-30-90,91.88,92.78,90.33,91.88
MERVAL,12-04-90,89.71999,92.93,89.51,89.71999
MERVAL,12-05-90,85.92999,89.54,85.28,85.92999
MERVAL,12-06-90,84.88,85.93,84.77,84.88
MERVAL,12-07-90,87.12,87.12,85.14,87.12
MERVAL,12-10-90,84.34,87.19,83.56,84.34
MERVAL,12-11-90,81.91,84.47,81.58,81.91
MERVAL,12-12-90,85.45,85.45,80.11,85.45
MERVAL,12-13-90,84.82,86.88,83.74,84.82
MERVAL,12-14-90,81.34,84.88,81.04,81.34
MERVAL,12-17-90,77.67,80.9,77.03,77.67
MERVAL,12-18-90,79.75,80.88,77.55,79.75
MERVAL,12-19-90,82.64,83.24,79.79,82.64
MERVAL,12-20-90,80.66,82.64,80.3,80.66
MERVAL,12-21-90,84.35999,84.39,80.46,84.35999
MERVAL,12-24-90,90.89999,90.9,84.89,90.89999
MERVAL,12-26-90,91.46,92.41,87.77,91.46
MERVAL,12-27-90,94.14,95.66,91.46,94.14
MERVAL,12-28-90,92.5,94.93,91.6,92.5
MERVAL,01-02-91,91.89999,95.61,91.56,91.89999
MERVAL,01-03-91,89.62,91.9,89.38,89.62
MERVAL,01-04-91,89.92,90.36,88.01,89.92
MERVAL,01-07-91,84.37,89.92,84.22,84.37
MERVAL,01-08-91,85.62,86.46,83.79,85.62
MERVAL,01-09-91,86.56,86.56,84.9,86.56
MERVAL,01-10-91,88.06,88.06,86.56,88.06
MERVAL,01-11-91,90.67,91.22,88.09,90.67
MERVAL,01-14-91,95.27,97.5,91.38,95.27
MERVAL,01-15-91,89.95,94.97,89.41,89.95
MERVAL,01-16-91,91.71999,91.72,89.2,91.71999
MERVAL,01-17-91,91.37,93.14,89.34,91.37
MERVAL,01-18-91,87.34,91.44,87.34,87.34
MERVAL,01-21-91,83.85,87.4,83.31,83.85
MERVAL,01-22-91,85.78,85.78,83.5,85.78
MERVAL,01-23-91,89.06,89.06,85.97,89.06
MERVAL,01-24-91,92.37,92.58,89.11,92.37
MERVAL,01-25-91,97.60999,98.33,92.55,97.60999
MERVAL,01-28-91,112.05,114.8,98.33,112.05
