especie,fecha,apertura,maximo,minimo,cierre
MERVAL,10-08-98,359.10999,363.82,347.11,363.81998
MERVAL,10-09-98,362.97998,385.72,362.98,385.44998
MERVAL,10-13-98,385.66998,398.27,385.67,393.98999
MERVAL,10-14-98,393.84,404.12,391.54,396.20999
MERVAL,10-15-98,395.78,432.1,392.89,428.03998
MERVAL,10-16-98,428.03998,433.08,420.7,422.25
MERVAL,10-19-98,422.56,429.63,422.56,423.94998
MERVAL,10-20-98,425.59,443.23,425.59,435.53998
MERVAL,10-21-98,435.53998,443.96,432.39,443.91998
MERVAL,10-22-98,443.78,465.03,442.37,463.35999
MERVAL,10-23-98,461.53,470.94,451.86,455.12
MERVAL,10-26-98,455.41998,460.69,449.91,450.75998
MERVAL,10-27-98,450.65997,458.93,448.95,458.92999
MERVAL,10-28-98,458.19998,460.52,442.27,442.26999
MERVAL,10-29-98,434.94998,444.29,434.95,444.28998
MERVAL,10-30-98,447.03998,462.09,447.04,457.45999
MERVAL,11-02-98,457.62997,474.53,457.63,474.53
MERVAL,11-03-98,475.13998,488.44,468.94,485.97998
MERVAL,11-04-98,486.97998,505.11,486.98,492.85999
MERVAL,11-05-98,490.66998,500.75,484.62,500.23999
MERVAL,11-06-98,500.47998,503.81,490.94,493.95999
MERVAL,11-09-98,493.71997,493.72,471.68,471.67999
MERVAL,11-10-98,469.84998,475.83,463.32,475.82999
MERVAL,11-11-98,477.65997,481.98,476.43,477.53
MERVAL,11-12-98,477.34,479.45,463.66,464.09
MERVAL,11-13-98,465.91998,478.33,465.92,472.07999
MERVAL,11-16-98,472.13998,478.07,471.39,477.42999
MERVAL,11-17-98,478.03998,480.67,473.65,477.01999
MERVAL,11-18-98,477.12,478.3,472.37,477.37997
MERVAL,11-19-98,477.56998,483.95,477.38,483.59998
MERVAL,11-20-98,486.00998,501.94,486.01,501.93997
MERVAL,11-23-98,497.91998,506.75,497.92,504.06998
MERVAL,11-24-98,504.06998,514.23,493.57,513.14996
MERVAL,11-25-98,512.70996,523.52,509.53,518.77997
MERVAL,11-26-98,518.22998,522.81,517.53,519.31995
MERVAL,11-27-98,519.37994,524.67,515.79,517.53998
MERVAL,11-30-98,513.71997,513.72,487.66,488.79999
MERVAL,12-01-98,487.70999,491.2,472.35,491.19998
MERVAL,12-02-98,491.19998,492.14,477.07,484.87997
MERVAL,12-03-98,482.87,482.87,452.71,453.12
MERVAL,12-04-98,455.47998,463.46,444.11,450.59
MERVAL,12-07-98,451.03998,454.25,449.25,452.93997
MERVAL,12-09-98,452.93997,452.94,438.44,446.31
MERVAL,12-11-98,436.51999,436.85,427.01,435.17999
MERVAL,12-14-98,433.34998,433.99,409.22,409.64999
MERVAL,12-15-98,410.57999,423.73,410.58,423.72998
MERVAL,12-16-98,424.65997,430.3,417.87,427.59998
MERVAL,12-17-98,427.10999,432.65,417.52,418.25998
MERVAL,12-18-98,418.06998,426.23,417.27,424.06
MERVAL,12-21-98,424.64999,437.19,424.52,436.35999
MERVAL,12-22-98,436.41998,438.19,432.43,436.41998
MERVAL,12-23-98,436.59,444.88,436.59,440.76999
MERVAL,12-24-98,442.53998,443.69,440.74,443.68997
MERVAL,12-28-98,445.45999,445.61,432.11,432.26999
MERVAL,12-29-98,432.98999,433.68,426.42,433.43997
MERVAL,12-30-98,433.43997,433.44,426.91,430.06
MERVAL,01-04-99,430.06,440.78,430.06,433.35999
MERVAL,01-05-99,433.50998,445.52,433.51,437.82999
MERVAL,01-06-99,439.37,451.97,439.37,444.09998
MERVAL,01-07-99,442.63998,442.64,431.52,438.95999
MERVAL,01-08-99,439.37,444.37,421.88,426.81
MERVAL,01-11-99,423.96997,426.23,411,411.10999
MERVAL,01-12-99,408.43997,408.97,394.2,396.78
MERVAL,01-13-99,388.28998,388.29,353.95,355.62
MERVAL,01-14-99,356.39999,359.35,333,340.60999
MERVAL,01-15-99,347.53998,386.4,347.54,382.37
MERVAL,01-18-99,383.34,388.02,371.08,373.62997
MERVAL,01-19-99,372.59998,380.55,367.22,380.54999
MERVAL,01-20-99,380.62997,390.16,379.38,380.94998
MERVAL,01-21-99,378.47998,379.1,353.64,357.5
MERVAL,01-22-99,356.70999,363.07,345.54,359.45999
MERVAL,01-25-99,359.45999,360.87,356.24,358.82999
MERVAL,01-26-99,358.82999,362.21,358.46,361.72998
MERVAL,01-27-99,361.89999,368.62,361.07,368.46997
MERVAL,01-28-99,369.67999,375.16,365.82,367.57999
MERVAL,01-29-99,368.18997,375.29,364.65,371.89999
MERVAL,02-01-99,372.20999,392.17,371.48,392.16998
MERVAL,02-02-99,392.29999,398.52,389.28,396.13998
MERVAL,02-03-99,397.87997,407.44,395.92,396.44998
MERVAL,02-04-99,388.06,399.07,388.06,396.88998
MERVAL,02-05-99,395.42999,395.43,390.8,394.43997
MERVAL,02-08-99,394.65997,395.39,387.76,391.34998
MERVAL,02-09-99,382.60999,391.21,382.61,382.87
MERVAL,02-10-99,382.87,383.42,379.69,381.90997
MERVAL,02-11-99,382.42999,392.25,382.43,391.62
MERVAL,02-12-99,391.84,391.84,385.56,387.37997
MERVAL,02-15-99,387.37997,390.23,386.63,390
MERVAL,02-16-99,390.09,395.53,389.93,390.17999
MERVAL,02-17-99,390.14999,392.3,380.5,382.09998
MERVAL,02-18-99,382.09998,384.73,381.05,384.38998
MERVAL,02-19-99,385.09,391.77,384.34,391.09
MERVAL,02-22-99,391.09,392.73,388.16,389.35999
MERVAL,02-23-99,388.14999,388.15,380.85,382.19998
MERVAL,02-24-99,382.44998,384.67,378.78,379.03998
MERVAL,02-25-99,378.54999,378.55,371.31,374.78998
MERVAL,02-26-99,374.56,380.8,374.41,380.76999
MERVAL,03-01-99,380.87997,384.37,379.7,382.25
MERVAL,03-02-99,381.03998,384.44,379.26,379.70999
MERVAL,03-03-99,379.70999,381.08,372.47,374.78
MERVAL,03-04-99,376.03,384.21,376.03,383.82999
MERVAL,03-05-99,383.82999,390.89,383.83,387.40997
MERVAL,03-08-99,383.84998,388.54,383.85,388.42999
MERVAL,03-09-99,388.62997,391.31,386.74,391.06
MERVAL,03-10-99,391.25,403.93,391.25,403.56
MERVAL,03-11-99,405.5,414.94,405.5,410.81
MERVAL,03-12-99,410.67999,411.73,405.35,407.93997
MERVAL,03-15-99,408.66998,417.46,408.67,417.39999
MERVAL,03-16-99,417.39999,421.39,412.06,413.59998
MERVAL,03-17-99,411.65997,413.4,409.67,411.95999
MERVAL,03-18-99,412.03,415.12,408.33,412.72998
MERVAL,03-19-99,412.63998,417.17,409.26,410.03998
MERVAL,03-22-99,410.60999,410.68,401.62,401.84998
MERVAL,03-23-99,401.84998,402.06,399.71,401.35999
MERVAL,03-24-99,401.35999,403.81,398.63,399.43997
MERVAL,03-25-99,399.89999,413.31,399.86,412.31
MERVAL,03-26-99,412.31,412.77,405.9,406.87997
MERVAL,03-29-99,406.67999,416.66,406.68,415.50998
MERVAL,03-30-99,415.81998,424.76,415.82,419.01999
MERVAL,03-31-99,419.01999,422.49,417.18,419.78
MERVAL,04-05-99,420.00998,437.97,420.01,437.96997
MERVAL,04-06-99,439.00998,445.48,438.15,439.63998
MERVAL,04-07-99,440.06998,449.97,440.07,449.96997
MERVAL,04-08-99,450.50998,455.83,447.63,448.92999
MERVAL,04-09-99,448.92999,448.93,436.47,444.40997
MERVAL,04-12-99,437.84,445.08,437.84,443.98999
MERVAL,04-13-99,443.53,446.42,435.55,442.03
MERVAL,04-14-99,442.44998,446.43,442.45,443.94998
MERVAL,04-15-99,444.85999,458.08,442.03,457.82999
MERVAL,04-16-99,459.17999,493.87,458.13,493.87
MERVAL,04-19-99,494.53998,537.56,494.54,509.35999
MERVAL,04-20-99,509.35999,512.12,498.72,503.70999
MERVAL,04-21-99,503.04999,511.82,502.65,511.41998
MERVAL,04-22-99,512.56995,521.91,510.26,516.17999
MERVAL,04-23-99,514.44995,517.02,506.16,508.43997
MERVAL,04-26-99,505.78,511.34,505.78,505.78
MERVAL,04-27-99,506.13998,507.64,499.24,503.39999
MERVAL,04-28-99,503.46997,515.94,503.47,506.48999
MERVAL,04-29-99,508,519.73,508,514.33997
MERVAL,04-30-99,520.62994,575.7,520.63,563.66998
MERVAL,05-03-99,563.95996,575.79,563.96,574.18994
MERVAL,05-04-99,574.28998,578.83,570.22,577.92999
MERVAL,05-05-99,577.92999,597.58,577.23,597.57996
MERVAL,05-06-99,598.00995,607.57,596.72,604.09998
MERVAL,05-07-99,604.09998,604.1,585.53,590
MERVAL,05-10-99,590.13995,592.13,577.47,580.37
MERVAL,05-11-99,581.12994,583.34,561.32,562.39996
MERVAL,05-12-99,561.82996,561.93,537.82,538.04999
MERVAL,05-13-99,538.04999,557.8,538.05,546.63995
MERVAL,05-14-99,532.88995,549.64,532.89,546.04999
MERVAL,05-17-99,545.40997,545.41,533.24,539.89996
MERVAL,05-18-99,541.16998,552.41,541.17,551.59998
MERVAL,05-19-99,523.42999,553.14,523.43,527.89996
MERVAL,05-20-99,525.15997,535.26,524.52,534.19995
MERVAL,05-21-99,535.46997,540.22,508.48,511.19998
MERVAL,05-24-99,511.35999,522.78,496.46,497.41998
MERVAL,05-26-99,497.25,519.26,492.92,518.87994
MERVAL,05-27-99,518.37994,526.41,504.43,506.56998
MERVAL,05-28-99,506.73999,520.18,506.6,518.75995
MERVAL,05-31-99,519.00995,524.51,519.01,524.09998
MERVAL,06-01-99,523.83997,523.84,512.06,520.67999
MERVAL,06-02-99,521.04999,523.42,513.67,522.04999
MERVAL,06-03-99,523.10999,526.79,521.03,521.94995
MERVAL,06-04-99,522,526.84,522,526.83997
MERVAL,06-07-99,527.08997,527.27,523.44,523.78998
MERVAL,06-08-99,524.41998,531.89,524.21,530.52997
MERVAL,06-09-99,530.27997,531.43,520.44,522.76996
MERVAL,06-10-99,522.00995,522.01,517.66,520.65997
MERVAL,06-11-99,522.53998,523.02,510.33,512.04999
MERVAL,06-15-99,512.14996,514.2,503.89,505.35999
MERVAL,06-16-99,505.41998,518.95,505.42,518.13995
MERVAL,06-17-99,517.91998,526.77,517.67,526.33997
MERVAL,06-18-99,526.91998,527.87,524.11,525.71997
MERVAL,06-22-99,526.35999,535.67,526.36,533.34998
MERVAL,06-23-99,532.45996,547.78,532.46,544.64996
MERVAL,06-24-99,544.64996,546.52,532.76,540.40997
MERVAL,06-25-99,540.57996,543.73,533.23,535.79999
MERVAL,06-28-99,536.63995,540.69,534.94,535.92999
MERVAL,06-29-99,535.92999,535.93,522.46,524.25995
MERVAL,06-30-99,524.67999,524.68,496.35,498.71997
MERVAL,07-01-99,500.13998,513.44,500.14,512.70996
MERVAL,07-02-99,512.70996,526.09,511.83,523.97998
MERVAL,07-05-99,523.97998,527.42,523.98,526.56
MERVAL,07-06-99,526.41998,531.28,524.6,528.44995
MERVAL,07-07-99,527.32996,528.2,518.9,519.97998
MERVAL,07-08-99,519.27997,519.28,495.18,496.92999
MERVAL,07-12-99,496.92999,496.93,451.22,453.85999
MERVAL,07-13-99,449.42999,475.63,449.43,474.70999
MERVAL,07-14-99,471.98999,478.37,471.99,472.59998
MERVAL,07-15-99,468,474.07,468,470.82999
MERVAL,07-16-99,470.72998,500.67,470.73,492.96997
MERVAL,07-19-99,492.96997,500.86,489.77,492.34998
MERVAL,07-20-99,491.75,491.75,475.15,476.75
MERVAL,07-21-99,477.81998,483.22,473.89,483.21997
MERVAL,07-22-99,483.00998,483.01,475.47,476.14999
MERVAL,07-23-99,476.14999,478.09,465.85,469.32999
MERVAL,07-26-99,469.16998,469.17,456.99,458.21997
MERVAL,07-27-99,459.03,464.16,455.4,461.79999
MERVAL,07-28-99,461.59998,469.49,461.6,469.48999
MERVAL,07-29-99,468.94998,471.73,461.93,471.72998
MERVAL,07-30-99,471.92999,476.61,471.31,475.40997
MERVAL,08-02-99,465.93997,477.27,465.94,467.42999
MERVAL,08-03-99,467.42999,468.77,462.81,466.81998
MERVAL,08-04-99,466.81998,470.41,460.64,461.93997
MERVAL,08-05-99,460.94998,465.78,453.03,465.78
MERVAL,08-06-99,461.81,468.71,461.81,464.88998
MERVAL,08-09-99,464.88998,469.79,464.62,466.54999
MERVAL,08-10-99,456.40997,467.34,456.41,463.19998
MERVAL,08-11-99,462.59,477.09,462.59,473.42999
MERVAL,08-12-99,474.01999,484.85,471.31,472.54999
MERVAL,08-13-99,473.09,479.4,473.09,478.81998
MERVAL,08-17-99,478.95999,481.97,472.94,480.35999
MERVAL,08-18-99,471.88998,480.36,471.89,472.45999
MERVAL,08-19-99,472.10999,478.45,468.44,474.56
MERVAL,08-20-99,474.31998,475.57,469.2,472.42999
MERVAL,08-23-99,472.42999,483.23,472.43,483.22998
MERVAL,08-24-99,483.22998,494.73,480.17,491.14999
MERVAL,08-25-99,491.63998,513.68,491.58,512.67999
MERVAL,08-26-99,506.79999,514.66,506.8,510.31998
MERVAL,08-27-99,510.31998,511.53,506.03,507.34
MERVAL,08-30-99,500.07999,507.42,500.08,500.84998
MERVAL,08-31-99,498.62997,508.63,498.63,506.73999
MERVAL,09-01-99,506.89999,515.19,506.9,515.04999
MERVAL,09-02-99,506.78998,515.05,506.79,514.37994
MERVAL,09-03-99,514.65997,523.85,514.66,517.47998
MERVAL,09-06-99,517.47998,518.26,516.01,518.03998
MERVAL,09-07-99,518.03998,518.04,510.46,513
MERVAL,09-08-99,512.54999,519.11,510.52,512.21997
MERVAL,09-09-99,512.17999,522.24,511.6,520.89996
MERVAL,09-10-99,522.67999,525.57,522,525.25
MERVAL,09-13-99,521.70996,529.58,521.71,529.57996
MERVAL,09-14-99,527.34998,532.02,527.35,528.07996
MERVAL,09-15-99,528.21997,530.97,524.61,525.26996
MERVAL,09-16-99,524.87,526.17,515.13,519.06995
MERVAL,09-17-99,519.06995,521.98,517.19,518.59998
MERVAL,09-20-99,518.82996,520.91,515.77,520.90997
MERVAL,09-21-99,521.5,521.53,514.38,515.94995
MERVAL,09-22-99,516.01996,516.54,509.69,509.81
MERVAL,09-23-99,504.25998,511.9,504.26,507.14999
MERVAL,09-24-99,501.29999,508.13,501.3,506.53998
MERVAL,09-27-99,506.62,527.54,506.62,526.47998
MERVAL,09-28-99,523.82996,533.16,523.83,528.29999
MERVAL,09-29-99,527.73999,531.77,527.74,530.5
MERVAL,09-30-99,531.09998,541.34,531.1,534.39996
MERVAL,10-01-99,523.22998,532.18,523.23,525.90997
MERVAL,10-04-99,526.08997,537.81,526.09,537.81
MERVAL,10-05-99,539.79999,540.2,531.21,533.18994
MERVAL,10-06-99,533.52997,537.78,533.53,535.96997
MERVAL,10-07-99,536.57996,543.35,536.58,539.69995
MERVAL,10-08-99,540.10999,541.96,535.65,538.02997
MERVAL,10-12-99,537.51996,537.52,523.8,525.79999
MERVAL,10-13-99,526.00995,527.36,509.13,510.48999
MERVAL,10-14-99,504.39999,515.99,504.4,514.89996
MERVAL,10-15-99,513.57996,513.58,500.56,507.53998
MERVAL,10-18-99,506.42999,507,498.4,504.79999
MERVAL,10-19-99,505.90997,515.15,505.91,515.14996
MERVAL,10-20-99,515.57996,524.59,515.58,523.82996
MERVAL,10-21-99,523.27997,534.4,517.01,534.39996
MERVAL,10-22-99,534.12994,547.44,534.13,545.81995
MERVAL,10-25-99,545.81995,549.01,538.8,546.48999
MERVAL,10-26-99,539.42999,550.63,539.43,540.15997
MERVAL,10-27-99,540.40997,542.02,535.14,537.57996
MERVAL,10-28-99,535.39996,543.25,535.4,536.5
MERVAL,10-29-99,536.93994,541.84,536.94,538.68994
MERVAL,11-01-99,538.89996,539.9,533.7,539.67999
MERVAL,11-02-99,539.5,557.59,538.87,552.97998
MERVAL,11-03-99,553.57996,565.6,553.58,565.59998
MERVAL,11-04-99,565.63995,575.61,559.48,561.25995
MERVAL,11-05-99,560.47998,567.15,560.48,566.64996
MERVAL,11-08-99,566,575.12,561.76,574.70996
MERVAL,11-09-99,574.97998,578.01,569.8,572.18994
MERVAL,11-10-99,573.40997,573.83,568.69,570.66998
MERVAL,11-11-99,570.25995,571.3,557.16,557.26996
MERVAL,11-12-99,557.26996,558.78,548.74,549.91998
MERVAL,11-15-99,549.91998,559.33,549.1,558.48999
MERVAL,11-16-99,558.77997,558.96,539.98,546.12994
MERVAL,11-17-99,530.26996,546.13,530.27,530.26996
MERVAL,11-18-99,531.28998,543.05,531.29,535.94995
MERVAL,11-19-99,536.56,538.12,522.89,524.75995
MERVAL,11-22-99,525.57996,543.72,525.58,543.71997
MERVAL,11-23-99,544.32996,545.79,538.95,543.94995
MERVAL,11-24-99,544.02997,544.28,538.27,544.27997
MERVAL,11-25-99,544.27997,549.31,544.23,549.31
MERVAL,11-26-99,549.71997,555.44,547.41,555.43994
MERVAL,11-29-99,555.43994,555.44,548.43,549.29999
MERVAL,11-30-99,549.20996,549.21,534.73,536.10999
MERVAL,12-01-99,535.91998,543.51,535.92,543.50995
MERVAL,12-02-99,544.31995,557.12,544.29,555.03998
MERVAL,12-03-99,555.17999,564.5,555.18,560.5
MERVAL,12-06-99,560.5,561.53,550.67,553.59998
MERVAL,12-07-99,554.02997,556.9,551.93,554.75995
MERVAL,12-09-99,553.87994,555.98,545.19,553.58997
MERVAL,12-10-99,554.72998,560.63,554.73,556.85999
MERVAL,12-13-99,556.85999,558.3,553.42,553.41998
MERVAL,12-14-99,553.31995,553.32,536.17,536.69995
MERVAL,12-15-99,536.03998,544.42,531.67,536.70996
MERVAL,12-16-99,537.72998,541.94,536.88,541.93994
MERVAL,12-17-99,543.15997,553.45,543.16,551.44995
MERVAL,12-20-99,551.45001,556.78,548.69,550.84003
MERVAL,12-21-99,551.04999,551.65,547.75,551.15997
MERVAL,12-22-99,547.21997,551.53,547.22,549.16998
MERVAL,12-23-99,544.21997,550.17,544.22,544.91998
MERVAL,12-24-99,544.70001,547.33,544.32,547.33002
MERVAL,12-27-99,547.16998,547.17,535.65,536.69
MERVAL,12-28-99,536.77002,544.48,534.5,544.15997
MERVAL,12-29-99,544.38,550.54,542.99,544.95001
MERVAL,12-30-99,544.88,550.6,544.88,550.46997
MERVAL,01-03-00,550.28003,559.95,550.28,551.83002
MERVAL,01-04-00,522.96997,550.84,522.97,522.96997
MERVAL,01-05-00,522.58002,533.9,516.9,532.67999
MERVAL,01-06-00,533.21002,533.67,525.81,528.46997
MERVAL,01-07-00,528.46997,533.07,521.33,522.12
MERVAL,01-10-00,522.94,526.45,517.7,519.96997
MERVAL,01-11-00,519.57001,525.3,518.26,520.89001
MERVAL,01-12-00,520.89001,521.2,514.76,518.70001
MERVAL,01-13-00,520.52002,568.97,520.52,560.07001
MERVAL,01-14-00,560.07001,569.27,560.07,566.08002
MERVAL,01-17-00,561.03003,570.93,561.03,567.73999
MERVAL,01-18-00,569.90002,578.83,568.81,577.90002
MERVAL,01-19-00,577.90002,588.39,577.9,581.52002
MERVAL,01-20-00,581.75,583.1,572.67,578.77002
MERVAL,01-21-00,578.83002,578.83,567.72,570
MERVAL,01-24-00,570.12,575.13,565.96,568.16998
MERVAL,01-25-00,568.16998,570.42,561.14,563.5
MERVAL,01-26-00,563.5,582.16,563.5,581.90002
MERVAL,01-27-00,577.84003,588.95,577.84,580.59998
MERVAL,01-28-00,579.78998,580.17,565.93,568.75
MERVAL,01-31-00,568.35999,568.36,558.25,566.28003
MERVAL,02-01-00,565.56,574.02,565.56,574
MERVAL,02-02-00,575.42999,580.04,574.89,576.67999
MERVAL,02-03-00,577.07001,590.43,577.07,590.10999
MERVAL,02-04-00,590.31,603.01,590.31,599.13
MERVAL,02-07-00,596.65002,605.56,596.65,605.56
MERVAL,02-08-00,608.69,620.71,608.69,619.54999
MERVAL,02-09-00,623.40997,628.73,619.1,619.34003
MERVAL,02-10-00,620.06,640.63,620.06,640.63
MERVAL,02-11-00,640.63,642.77,632.1,637.03003
MERVAL,02-14-00,637.29999,638.21,629.86,634.09003
MERVAL,02-15-00,633.02002,633.64,623.32,630.70001
MERVAL,02-16-00,630.70001,630.7,622.22,629.52002
MERVAL,02-17-00,626.26001,631.9,626.26,630.21002
MERVAL,02-18-00,630.21002,630.26,616.66,618.70001
MERVAL,02-21-00,617.98999,621.83,612.31,621.83002
MERVAL,02-22-00,621.95001,622.67,616.29,621.46997
MERVAL,02-23-00,621.66998,628.87,619.3,626.69
MERVAL,02-24-00,627.15997,636.51,625.53,636.21997
MERVAL,02-25-00,636.92999,639.65,633.49,636.39001
MERVAL,02-28-00,636.19,636.23,629.64,634.59998
MERVAL,02-29-00,634.78998,638.64,630.7,631.64001
MERVAL,03-01-00,631.76001,634.68,625.44,627.40997
MERVAL,03-02-00,627.29999,639.37,627.3,639.37
MERVAL,03-03-00,639.65997,647.77,639.66,645.28998
MERVAL,03-06-00,647.17999,648.61,630.49,630.48999
MERVAL,03-07-00,630.48999,632.99,614.08,617.78003
MERVAL,03-08-00,617.78003,621.3,614.87,617.20001
MERVAL,03-09-00,615.90997,620.82,615.91,618.16998
MERVAL,03-10-00,608.56,618.95,608.56,609.97998
MERVAL,03-13-00,609.35999,609.42,597.94,606.66998
MERVAL,03-14-00,606.83002,612.04,606.83,609.08002
MERVAL,03-15-00,608.35999,608.36,601.63,606.13
MERVAL,03-16-00,606.13,616.99,606.13,616.98999
MERVAL,03-17-00,617.21997,617.93,603.96,606.16998
MERVAL,03-20-00,596.90997,610.29,596.91,602.45001
MERVAL,03-21-00,603.88,603.88,590.98,593.65002
MERVAL,03-22-00,592.02002,598.35,592.02,597.65997
MERVAL,03-23-00,597.65997,607.54,594.96,605.34998
MERVAL,03-24-00,605.83002,612.32,605.2,607.98999
MERVAL,03-27-00,601.21002,610.08,601.21,603.27002
MERVAL,03-28-00,603.27002,603.73,588.73,589.08002
MERVAL,03-29-00,589.81,592.11,582.15,583.41998
MERVAL,03-30-00,571.79999,582.88,571.8,576.53003
MERVAL,03-31-00,576.67999,582.9,566.73,569.03998
MERVAL,04-03-00,556.63,569.23,556.63,566.08002
MERVAL,04-04-00,540.09998,570.85,540.1,558
MERVAL,04-05-00,547.28003,557.67,547.28,548.27002
MERVAL,04-06-00,548.40002,562.02,548.4,559.51001
MERVAL,04-07-00,560.83002,575.84,560.83,575.59003
MERVAL,04-10-00,565.12,578.37,565.12,567.35999
MERVAL,04-11-00,567.40997,567.41,557.35,559.08002
MERVAL,04-12-00,559.08002,562.69,552.3,553.37
MERVAL,04-13-00,539.70001,555.21,539.7,541.97998
MERVAL,04-14-00,540.65002,540.65,507.3,509.28
MERVAL,04-17-00,508.63,512.98,497.49,508.92999
MERVAL,04-18-00,506.91,517.55,506.91,517.29999
MERVAL,04-19-00,517.04999,518.38,505.44,508.88
MERVAL,04-24-00,500.72,507.77,500.72,505.60999
MERVAL,04-25-00,505.64001,516.77,505.64,515.69
MERVAL,04-26-00,515.69,520.74,512.63,514.01001
MERVAL,04-27-00,511.04999,511.05,501.26,505.89001
MERVAL,04-28-00,505.89001,513.53,505.89,509.51001
MERVAL,05-02-00,509.17001,520.14,509.17,511.03
MERVAL,05-03-00,510.95001,510.95,487.93,491.87
MERVAL,05-04-00,493.85999,494.21,487.58,492.78
MERVAL,05-05-00,486.10001,494.2,486.1,487.44
MERVAL,05-08-00,475.32001,487.25,475.32,475.70001
MERVAL,05-09-00,475.91,484.26,475.91,483.76999
MERVAL,05-10-00,483.28,483.28,454.91,457.85999
MERVAL,05-11-00,458.23999,461,453.15,457.39001
MERVAL,05-12-00,457.39001,464.45,455.45,460.13
MERVAL,05-15-00,459.07999,472.18,459.08,472.17999
MERVAL,05-16-00,465.63,476.57,465.63,472.07001
MERVAL,05-17-00,474.79001,476.82,459.99,461.48001
MERVAL,05-18-00,462.14999,462.46,453.87,454.66
MERVAL,05-19-00,454.66,454.66,419.7,425.63
MERVAL,05-22-00,427.66,429.82,413.22,429.82001
MERVAL,05-23-00,425.88,435.58,425.88,426.12
MERVAL,05-24-00,427.48001,447.56,427.48,445.60001
MERVAL,05-26-00,445.60001,457.67,445.6,457.67001
MERVAL,05-29-00,459.98001,463.6,452.8,456.04001
MERVAL,05-30-00,456.29999,474.57,456.3,472.69
MERVAL,05-31-00,472.53,474.09,463.05,464.29999
MERVAL,06-01-00,464.60999,473.8,464.61,472.76001
MERVAL,06-02-00,473.07999,501.37,473.08,501.37
MERVAL,06-05-00,500.01001,503.39,493.14,495.29999
MERVAL,06-06-00,483.69,496.1,483.69,484.87
MERVAL,06-07-00,484.67001,492.02,477.79,491.04001
MERVAL,06-08-00,486.20999,495.85,486.21,487.84
MERVAL,06-09-00,487.95001,492.36,487.95,490.07001
MERVAL,06-12-00,489.85999,492.61,486.31,488.22
MERVAL,06-13-00,488.22,499.82,488.22,499.32001
MERVAL,06-14-00,500.35001,506.51,500.35,502.20001
MERVAL,06-15-00,500.85001,502.18,499.01,500.51999
MERVAL,06-16-00,498.98001,498.98,485.4,485.39999
MERVAL,06-20-00,485.78,486.03,478.76,483.82001
MERVAL,06-21-00,475.20001,484.77,475.2,484.76999
MERVAL,06-22-00,478.37,488.39,478.37,478.42001
MERVAL,06-23-00,478.16,480.48,473.57,476.03
MERVAL,06-26-00,466.92999,476.6,466.93,469.19
MERVAL,06-27-00,469.19,479.56,468.01,475.89001
MERVAL,06-28-00,475.89001,490.91,475.89,486.60999
MERVAL,06-29-00,487.04001,488.05,480.77,487.17999
MERVAL,06-30-00,484.22,496.93,484.22,496.89999
MERVAL,07-03-00,496.89999,514.94,496.9,513.90002
MERVAL,07-04-00,513.90002,521.56,513.9,520.44
MERVAL,07-05-00,520.21997,523.16,517.16,522.58002
MERVAL,07-06-00,520.14001,531.48,520.14,530.95001
MERVAL,07-07-00,531.62,538.3,531.62,534.51001
MERVAL,07-10-00,530.19,534.69,530.19,533.83002
MERVAL,07-11-00,532.37,540.33,532.37,535.78003
MERVAL,07-12-00,535.87,544.79,535.87,544.78998
MERVAL,07-13-00,544.84998,546.56,536.06,536.10999
MERVAL,07-14-00,536.10999,546.14,536.11,545.67999
MERVAL,07-17-00,545.53998,546.9,539.38,540.04999
MERVAL,07-18-00,537.38,537.38,527.52,529.71997
MERVAL,07-19-00,529.71997,531.02,521.89,524.44
MERVAL,07-20-00,524.92999,531.02,524.93,528.53003
MERVAL,07-21-00,528.53003,531.35,517.95,519.96997
MERVAL,07-24-00,519.96997,525.98,515.97,518.17999
MERVAL,07-25-00,519.15997,519.86,513.69,517.44
MERVAL,07-26-00,517.44,519.96,511.93,514.64001
MERVAL,07-27-00,515.13,515.35,507.31,508.64001
MERVAL,07-28-00,509.60999,509.61,495.73,497
MERVAL,07-31-00,497.38,502.5,493.44,502.01001
MERVAL,08-01-00,488.12,502.01,488.12,488.84
MERVAL,08-02-00,488.84,490.45,486.85,488.85001
MERVAL,08-03-00,481.57999,488.66,481.58,484.92001
MERVAL,08-04-00,483.79999,489.38,483.8,486.26001
MERVAL,08-07-00,486.26001,491.4,486.26,490.76999
MERVAL,08-08-00,491.73999,495.12,491.69,494.59
MERVAL,08-09-00,495.07001,500.92,493.35,496.45999
MERVAL,08-10-00,496.95001,503.09,491.44,493.23001
MERVAL,08-11-00,493.23001,493.23,487.22,491.98999
MERVAL,08-14-00,491.98999,492.51,487.38,488.57001
MERVAL,08-15-00,489.06,490.04,478.25,478.94
MERVAL,08-16-00,478.45001,483.94,471.76,473.31
MERVAL,08-17-00,472.39999,478.3,472.4,477.09
MERVAL,08-18-00,474.87,475.2,461.56,463.26001
MERVAL,08-22-00,459.29001,465.72,459.29,460.19
MERVAL,08-23-00,460.41,468.35,456.87,467.64001
MERVAL,08-24-00,465.67001,471.47,465.67,470.51001
MERVAL,08-25-00,471.48999,475.29,471,475.23999
MERVAL,08-28-00,472.95999,477.77,472.96,475.31
MERVAL,08-29-00,474.82001,475.57,471.63,472.98999
MERVAL,08-30-00,469.14999,476.02,469.15,475.95999
