 
Fecha	Valor
06/03/2021	69,72
07/03/2021	69,72
08/03/2021	69,72
09/03/2021	70,01
10/03/2021	70,11
11/03/2021	70,21
12/03/2021	70,31
13/03/2021	70,41
14/03/2021	70,41
15/03/2021	70,41
16/03/2021	70,70
17/03/2021	70,79
18/03/2021	70,87
19/03/2021	70,95
20/03/2021	71,03
21/03/2021	71,03
22/03/2021	71,03
23/03/2021	71,27
24/03/2021	71,35
25/03/2021	71,35
26/03/2021	71,52
27/03/2021	71,60
28/03/2021	71,60
29/03/2021	71,60
30/03/2021	71,84
31/03/2021	71,92
01/04/2021	72,01
02/04/2021	72,01
03/04/2021	72,01
04/04/2021	72,01
05/04/2021	72,01
06/04/2021	72,42
07/04/2021	72,50
08/04/2021	72,58
09/04/2021	72,67
10/04/2021	72,75
11/04/2021	72,75
12/04/2021	72,75
13/04/2021	73,00
14/04/2021	73,08
15/04/2021	73,17
16/04/2021	73,25
17/04/2021	73,36
18/04/2021	73,36
19/04/2021	73,36
20/04/2021	73,71
21/04/2021	73,82
22/04/2021	73,94
23/04/2021	74,06
24/04/2021	74,17
25/04/2021	74,17
26/04/2021	74,17
27/04/2021	74,52
28/04/2021	74,64
29/04/2021	74,75
30/04/2021	74,87
01/05/2021	74,99
02/05/2021	74,99
03/05/2021	74,99
04/05/2021	75,34
05/05/2021	75,46
06/05/2021	75,58
07/05/2021	75,69
08/05/2021	75,81
09/05/2021	75,81
10/05/2021	75,81
11/05/2021	76,17
12/05/2021	76,29
13/05/2021	76,41
14/05/2021	76,53
15/05/2021	76,65
16/05/2021	76,65
17/05/2021	76,65
18/05/2021	76,97
19/05/2021	77,06
20/05/2021	77,16
21/05/2021	77,26
22/05/2021	77,37
23/05/2021	77,37
24/05/2021	77,37
25/05/2021	77,37
26/05/2021	77,37
27/05/2021	77,87
28/05/2021	77,97
29/05/2021	78,07
30/05/2021	78,07
31/05/2021	78,07
01/06/2021	78,37
02/06/2021	78,48
03/06/2021	78,58
04/06/2021	78,68
05/06/2021	78,78
06/06/2021	78,78
07/06/2021	78,78
08/06/2021	79,09
09/06/2021	79,19
10/06/2021	79,29
11/06/2021	79,40
12/06/2021	79,50
13/06/2021	79,50
14/06/2021	79,50
15/06/2021	79,81
16/06/2021	79,91
17/06/2021	80,00
18/06/2021	80,09
19/06/2021	80,17
20/06/2021	80,17
21/06/2021	80,17
22/06/2021	80,17
23/06/2021	80,52
24/06/2021	80,61
25/06/2021	80,70
26/06/2021	80,78
27/06/2021	80,78
28/06/2021	80,78
29/06/2021	81,05
30/06/2021	81,13
01/07/2021	81,22
02/07/2021	81,31
03/07/2021	81,40
04/07/2021	81,40
05/07/2021	81,40
06/07/2021	81,66
07/07/2021	81,75
08/07/2021	81,84
09/07/2021	81,93
10/07/2021	81,93
11/07/2021	81,93
12/07/2021	81,93
13/07/2021	82,28
14/07/2021	82,37
15/07/2021	82,46
16/07/2021	82,55
17/07/2021	82,63
18/07/2021	82,63
19/07/2021	82,63
20/07/2021	82,89
21/07/2021	82,97
22/07/2021	83,06
23/07/2021	83,14
24/07/2021	83,22
25/07/2021	83,22
26/07/2021	83,22
27/07/2021	83,48
28/07/2021	83,56
29/07/2021	83,65
30/07/2021	83,73
31/07/2021	83,82
01/08/2021	83,82
02/08/2021	83,82
03/08/2021	84,07
04/08/2021	84,16
05/08/2021	84,25
06/08/2021	84,33
07/08/2021	84,42
08/08/2021	84,42
09/08/2021	84,42
10/08/2021	84,67
11/08/2021	84,76
12/08/2021	84,85
13/08/2021	84,93
14/08/2021	85,02
15/08/2021	85,02
16/08/2021	85,02
17/08/2021	85,02
18/08/2021	85,35
19/08/2021	85,44
20/08/2021	85,52
21/08/2021	85,60
22/08/2021	85,60
23/08/2021	85,60
24/08/2021	85,84
25/08/2021	85,93
26/08/2021	86,01
27/08/2021	86,09
28/08/2021	86,17
29/08/2021	86,17
30/08/2021	86,17
31/08/2021	86,42
01/09/2021	86,50
02/09/2021	86,58
03/09/2021	86,67
04/09/2021	86,75
05/09/2021	86,75
06/09/2021	86,75
07/09/2021	87,00
08/09/2021	87,08
09/09/2021	87,16
10/09/2021	87,25
11/09/2021	87,33
12/09/2021	87,33
13/09/2021	87,33
14/09/2021	87,58
15/09/2021	87,66
16/09/2021	87,75
17/09/2021	87,82
18/09/2021	87,89
19/09/2021	87,89
20/09/2021	87,89
21/09/2021	88,11
22/09/2021	88,18
23/09/2021	88,25
24/09/2021	88,33
25/09/2021	88,40
26/09/2021	88,40
27/09/2021	88,40
28/09/2021	88,62
29/09/2021	88,69
30/09/2021	88,76
01/10/2021	88,84
02/10/2021	88,91
03/10/2021	88,91
04/10/2021	88,91
05/10/2021	89,13
06/10/2021	89,20
07/10/2021	89,28
08/10/2021	89,35
09/10/2021	89,35
10/10/2021	89,35
11/10/2021	89,35
12/10/2021	89,35
13/10/2021	89,72
14/10/2021	89,79
15/10/2021	89,87
16/10/2021	89,94
17/10/2021	89,94
18/10/2021	89,94
19/10/2021	90,24
20/10/2021	90,34
21/10/2021	90,44
22/10/2021	90,54
23/10/2021	90,64
24/10/2021	90,64
25/10/2021	90,64
26/10/2021	90,95
27/10/2021	91,05
28/10/2021	91,15
29/10/2021	91,25
30/10/2021	91,35
31/10/2021	91,35
01/11/2021	91,35
02/11/2021	91,65
03/11/2021	91,76
04/11/2021	91,86
05/11/2021	91,96
06/11/2021	92,06
07/11/2021	92,06
08/11/2021	92,06
09/11/2021	92,37
10/11/2021	92,47
11/11/2021	92,57
12/11/2021	92,68
13/11/2021	92,78
14/11/2021	92,78
15/11/2021	92,78
16/11/2021	93,09
17/11/2021	93,20
18/11/2021	93,30
19/11/2021	93,41
20/11/2021	93,52
21/11/2021	93,52
22/11/2021	93,52
23/11/2021	93,52
24/11/2021	93,95
25/11/2021	94,06
26/11/2021	94,16
27/11/2021	94,27
28/11/2021	94,27
29/11/2021	94,27
30/11/2021	94,60
01/12/2021	94,70
02/12/2021	94,81
03/12/2021	94,92
04/12/2021	95,03
05/12/2021	95,03
06/12/2021	95,03
07/12/2021	95,36
08/12/2021	95,47
09/12/2021	95,47
10/12/2021	95,69
11/12/2021	95,80
12/12/2021	95,80
13/12/2021	95,80
14/12/2021	96,13
15/12/2021	96,24
16/12/2021	96,35
17/12/2021	96,42
18/12/2021	96,50
19/12/2021	96,50
20/12/2021	96,50
21/12/2021	96,73
22/12/2021	96,81
23/12/2021	96,89
24/12/2021	96,96
25/12/2021	97,04
26/12/2021	97,04
27/12/2021	97,04
28/12/2021	97,27
29/12/2021	97,35
30/12/2021	97,43
31/12/2021	97,51
01/01/2022	97,58
02/01/2022	97,58
03/01/2022	97,58
04/01/2022	97,82
05/01/2022	97,89
06/01/2022	97,97
07/01/2022	98,05
08/01/2022	98,13
09/01/2022	98,13
10/01/2022	98,13
11/01/2022	98,36
12/01/2022	98,44
13/01/2022	98,52
14/01/2022	98,60
15/01/2022	98,68
16/01/2022	98,68
17/01/2022	98,68
18/01/2022	98,99
19/01/2022	99,11
20/01/2022	99,23
21/01/2022	99,35
22/01/2022	99,47
23/01/2022	99,47
24/01/2022	99,47
25/01/2022	99,83
26/01/2022	99,95
27/01/2022	100,07
28/01/2022	100,19
29/01/2022	100,31
30/01/2022	100,31
31/01/2022	100,31
01/02/2022	100,68
02/02/2022	100,80
03/02/2022	100,92
04/02/2022	101,04
05/02/2022	101,16
06/02/2022	101,16
07/02/2022	101,16
08/02/2022	101,53
09/02/2022	101,65
10/02/2022	101,77
11/02/2022	101,89
12/02/2022	102,02
13/02/2022	102,02
14/02/2022	102,02
15/02/2022	102,39
16/02/2022	102,51
17/02/2022	102,65
18/02/2022	102,79
19/02/2022	102,93
20/02/2022	102,93
21/02/2022	102,93
22/02/2022	103,35
23/02/2022	103,49
24/02/2022	103,64
25/02/2022	103,78
26/02/2022	103,92
27/02/2022	103,92
28/02/2022	103,92
01/03/2022	103,92
02/03/2022	103,92
03/03/2022	104,63
04/03/2022	104,77
05/03/2022	104,92
06/03/2022	104,92
07/03/2022	104,92
08/03/2022	105,35
09/03/2022	105,49
10/03/2022	105,64
11/03/2022	105,78
12/03/2022	105,93
13/03/2022	105,93
14/03/2022	105,93
15/03/2022	106,36
16/03/2022	106,51
17/03/2022	106,66
18/03/2022	106,82
19/03/2022	106,98
20/03/2022	106,98
21/03/2022	106,98
22/03/2022	107,46
23/03/2022	107,62
24/03/2022	107,78
25/03/2022	107,78
26/03/2022	108,10
27/03/2022	108,10
28/03/2022	108,10
29/03/2022	108,58
30/03/2022	108,74
31/03/2022	108,90
01/04/2022	109,06
02/04/2022	109,22
03/04/2022	109,22
04/04/2022	109,22
05/04/2022	109,71
06/04/2022	109,87
07/04/2022	110,04
08/04/2022	110,20
09/04/2022	110,36
10/04/2022	110,36
11/04/2022	110,36
12/04/2022	110,85
13/04/2022	111,02
14/04/2022	111,18
15/04/2022	111,18
16/04/2022	111,18
17/04/2022	111,18
18/04/2022	111,18
19/04/2022	112,24
20/04/2022	112,48
21/04/2022	112,72
22/04/2022	112,97
23/04/2022	113,21
24/04/2022	113,21
25/04/2022	113,21
26/04/2022	113,95
27/04/2022	114,20
28/04/2022	114,44
29/04/2022	114,69
30/04/2022	114,94
01/05/2022	114,94
02/05/2022	114,94
03/05/2022	115,69
04/05/2022	115,94
05/05/2022	116,19
06/05/2022	116,44
07/05/2022	116,69
08/05/2022	116,69
09/05/2022	116,69
10/05/2022	117,45
11/05/2022	117,70
12/05/2022	117,96
13/05/2022	118,21
14/05/2022	118,47
15/05/2022	118,47
16/05/2022	118,47
17/05/2022	119,21
18/05/2022	119,43
19/05/2022	119,43
20/05/2022	119,88
21/05/2022	120,11
22/05/2022	120,11
23/05/2022	120,11
24/05/2022	120,79
25/05/2022	121,01
26/05/2022	121,01
27/05/2022	121,47
28/05/2022	121,70
29/05/2022	121,70
30/05/2022	121,70
31/05/2022	122,39
01/06/2022	122,62
02/06/2022	122,85
03/06/2022	123,08
04/06/2022	123,31
05/06/2022	123,31
06/06/2022	123,31
07/06/2022	124,01
08/06/2022	124,24
09/06/2022	124,47
10/06/2022	124,71
11/06/2022	124,94
12/06/2022	124,94
13/06/2022	124,94
14/06/2022	125,65
15/06/2022	125,89
16/06/2022	126,12
17/06/2022	126,33
18/06/2022	126,33
19/06/2022	126,33
20/06/2022	126,33
21/06/2022	126,33
22/06/2022	127,38
23/06/2022	127,60
24/06/2022	127,81
25/06/2022	128,02
26/06/2022	128,02
27/06/2022	128,02
28/06/2022	128,66
29/06/2022	128,87
30/06/2022	129,08
01/07/2022	129,30
02/07/2022	129,51
03/07/2022	129,51
04/07/2022	129,51
05/07/2022	130,16
06/07/2022	130,38
07/07/2022	130,59
08/07/2022	130,81
09/07/2022	131,03
10/07/2022	131,03
11/07/2022	131,03
12/07/2022	131,68
13/07/2022	131,90
14/07/2022	132,12
15/07/2022	132,34
16/07/2022	132,56
17/07/2022	132,56
18/07/2022	132,56
19/07/2022	133,22
20/07/2022	133,44
21/07/2022	133,66
22/07/2022	133,89
23/07/2022	134,11
24/07/2022	134,11
25/07/2022	134,11
26/07/2022	134,78
27/07/2022	135,01
28/07/2022	135,23
29/07/2022	135,46
30/07/2022	135,68
31/07/2022	135,68
01/08/2022	135,68
02/08/2022	136,36
03/08/2022	136,59
04/08/2022	136,82
05/08/2022	137,05
06/08/2022	137,27
07/08/2022	137,27
08/08/2022	137,27
09/08/2022	137,96
10/08/2022	138,19
11/08/2022	138,42
12/08/2022	138,65
13/08/2022	138,88
14/08/2022	138,88
15/08/2022	138,88
16/08/2022	138,88
17/08/2022	139,90
18/08/2022	140,23
19/08/2022	140,55
20/08/2022	140,87
21/08/2022	140,87
22/08/2022	140,87
23/08/2022	141,85
24/08/2022	142,18
25/08/2022	142,50
26/08/2022	142,83
27/08/2022	143,16
28/08/2022	143,16
29/08/2022	143,16
30/08/2022	144,15
31/08/2022	144,49
01/09/2022	144,82
02/09/2022	145,15
03/09/2022	145,49
04/09/2022	145,49
05/09/2022	145,49
06/09/2022	146,50
07/09/2022	146,83
08/09/2022	147,17
09/09/2022	147,51
10/09/2022	147,85
11/09/2022	147,85
12/09/2022	147,85
13/09/2022	148,88
14/09/2022	149,22
15/09/2022	149,56
16/09/2022	149,91
17/09/2022	150,25
18/09/2022	150,25
19/09/2022	150,25
20/09/2022	151,27
21/09/2022	151,61
22/09/2022	151,95
23/09/2022	152,30
24/09/2022	152,64
25/09/2022	152,64
26/09/2022	152,64
27/09/2022	153,68
28/09/2022	154,02
29/09/2022	154,37
30/09/2022	154,72
01/10/2022	155,07
02/10/2022	155,07
03/10/2022	155,07
04/10/2022	156,12
05/10/2022	156,47
06/10/2022	156,83
07/10/2022	157,18
08/10/2022	157,18
09/10/2022	157,18
10/10/2022	157,18
11/10/2022	157,18
12/10/2022	158,96
13/10/2022	159,32
14/10/2022	159,68
15/10/2022	160,04
16/10/2022	160,04
17/10/2022	160,04
18/10/2022	161,03
19/10/2022	161,34
20/10/2022	161,65
21/10/2022	161,97
22/10/2022	162,28
23/10/2022	162,28
24/10/2022	162,28
25/10/2022	163,23
26/10/2022	163,55
27/10/2022	163,86
28/10/2022	164,18
29/10/2022	164,50
30/10/2022	164,50
31/10/2022	164,50
01/11/2022	165,46
02/11/2022	165,78
03/11/2022	166,10
04/11/2022	166,43
05/11/2022	166,75
06/11/2022	166,75
07/11/2022	166,75
08/11/2022	167,72
09/11/2022	168,05
10/11/2022	168,38
11/11/2022	168,70
12/11/2022	169,03
13/11/2022	169,03
14/11/2022	169,03
15/11/2022	170,02
16/11/2022	170,35
17/11/2022	170,70
18/11/2022	171,04
19/11/2022	171,39
20/11/2022	171,39
21/11/2022	171,39
22/11/2022	171,39
23/11/2022	172,79
24/11/2022	173,15
25/11/2022	173,50
26/11/2022	173,85
27/11/2022	173,85
28/11/2022	173,85
29/11/2022	174,92
30/11/2022	175,28
01/12/2022	175,63
02/12/2022	175,99
03/12/2022	176,35
04/12/2022	176,35
05/12/2022	176,35
06/12/2022	177,43
07/12/2022	177,79
08/12/2022	178,15
09/12/2022	178,15
10/12/2022	178,15
11/12/2022	178,15
12/12/2022	178,15
13/12/2022	179,98
14/12/2022	180,34
15/12/2022	180,71
16/12/2022	181,08
17/12/2022	181,36
18/12/2022	181,36
19/12/2022	181,36
20/12/2022	182,20
21/12/2022	182,48
22/12/2022	182,76
23/12/2022	183,05
24/12/2022	183,33
25/12/2022	183,33
26/12/2022	183,33
27/12/2022	184,18
28/12/2022	184,46
29/12/2022	184,75
30/12/2022	185,03
31/12/2022	185,32
01/01/2023	185,32
02/01/2023	185,32
03/01/2023	186,18
04/01/2023	186,47
05/01/2023	186,76
06/01/2023	187,04
07/01/2023	187,33
08/01/2023	187,33
09/01/2023	187,33
10/01/2023	188,20
11/01/2023	188,49
12/01/2023	188,78
13/01/2023	189,08
14/01/2023	189,37
15/01/2023	189,37
16/01/2023	189,37
17/01/2023	190,26
18/01/2023	190,56
19/01/2023	190,87
20/01/2023	191,18
21/01/2023	191,48
22/01/2023	191,48
23/01/2023	191,48
24/01/2023	192,41
25/01/2023	192,72
26/01/2023	193,03
27/01/2023	193,34
28/01/2023	193,65
29/01/2023	193,65
30/01/2023	193,65
31/01/2023	194,58
01/02/2023	194,89
02/02/2023	195,21
03/02/2023	195,52
04/02/2023	195,83
05/02/2023	195,83
06/02/2023	195,83
07/02/2023	196,78
08/02/2023	197,09
09/02/2023	197,41
10/02/2023	197,73
11/02/2023	198,05
12/02/2023	198,05
13/02/2023	198,05
14/02/2023	199,00
15/02/2023	199,32
16/02/2023	199,64
17/02/2023	200,06
18/02/2023	200,47
19/02/2023	200,47
20/02/2023	200,47
21/02/2023	200,47
22/02/2023	200,47
23/02/2023	202,57
24/02/2023	202,99
25/02/2023	203,42
26/02/2023	203,42
27/02/2023	203,42
28/02/2023	204,69
01/03/2023	205,12
02/03/2023	205,54
03/03/2023	205,97
04/03/2023	206,40
05/03/2023	206,40
06/03/2023	206,40
07/03/2023	207,69
08/03/2023	208,13
09/03/2023	208,56
10/03/2023	208,99
11/03/2023	209,43
12/03/2023	209,43
13/03/2023	209,43
14/03/2023	210,74
15/03/2023	211,18
16/03/2023	211,62
17/03/2023	212,06
18/03/2023	212,49
19/03/2023	212,49
20/03/2023	212,49
21/03/2023	213,81
22/03/2023	214,25
23/03/2023	214,70
24/03/2023	215,14
25/03/2023	215,14
26/03/2023	215,14
27/03/2023	215,14
28/03/2023	216,92
29/03/2023	217,37
30/03/2023	217,82
31/03/2023	218,27
01/04/2023	218,72
02/04/2023	218,72
03/04/2023	218,72
04/04/2023	220,07
05/04/2023	220,53
06/04/2023	220,98
07/04/2023	220,98
08/04/2023	220,98
09/04/2023	220,98
10/04/2023	220,98
11/04/2023	223,27
12/04/2023	223,73
13/04/2023	224,20
14/04/2023	224,66
15/04/2023	225,12
16/04/2023	225,12
17/04/2023	225,12
18/04/2023	226,70
19/04/2023	227,27
20/04/2023	227,83
21/04/2023	228,39
22/04/2023	228,96
23/04/2023	228,96
24/04/2023	228,96
25/04/2023	230,66
26/04/2023	231,23
27/04/2023	231,81
28/04/2023	232,38
29/04/2023	232,96
30/04/2023	232,96
01/05/2023	232,96
02/05/2023	232,96
03/05/2023	235,27
04/05/2023	235,85
05/05/2023	236,44
06/05/2023	237,02
07/05/2023	237,02
08/05/2023	237,02
09/05/2023	238,79
10/05/2023	239,38
11/05/2023	239,97
12/05/2023	240,57
13/05/2023	241,16
14/05/2023	241,16
15/05/2023	241,16
16/05/2023	242,96
17/05/2023	243,59
18/05/2023	244,22
19/05/2023	244,86
20/05/2023	245,50
21/05/2023	245,50
22/05/2023	245,50
23/05/2023	247,42
24/05/2023	248,07
25/05/2023	248,71
26/05/2023	248,71
27/05/2023	248,71
28/05/2023	248,71
29/05/2023	248,71
30/05/2023	251,97
31/05/2023	252,63
01/06/2023	253,28
02/06/2023	253,94
03/06/2023	254,61
04/06/2023	254,61
05/06/2023	254,61
06/06/2023	256,60
07/06/2023	257,27
08/06/2023	257,94
09/06/2023	258,61
10/06/2023	259,29
11/06/2023	259,29
12/06/2023	259,29
13/06/2023	261,32
14/06/2023	262,00
15/06/2023	262,68
16/06/2023	263,36
17/06/2023	264,02
18/06/2023	264,02
19/06/2023	264,02
20/06/2023	264,02
21/06/2023	264,02
22/06/2023	267,35
23/06/2023	268,02
24/06/2023	268,69
25/06/2023	268,69
26/06/2023	268,69
27/06/2023	270,72
28/06/2023	271,40
29/06/2023	272,08
30/06/2023	272,76
01/07/2023	273,44
02/07/2023	273,44
03/07/2023	273,44
04/07/2023	275,50
05/07/2023	276,20
06/07/2023	276,89
07/07/2023	277,58
08/07/2023	278,28
09/07/2023	278,28
10/07/2023	278,28
11/07/2023	280,38
12/07/2023	281,08
13/07/2023	281,78
14/07/2023	282,49
15/07/2023	283,20
16/07/2023	283,20
17/07/2023	283,20
18/07/2023	284,98
19/07/2023	285,51
20/07/2023	286,05
21/07/2023	286,59
22/07/2023	287,13
23/07/2023	287,13
24/07/2023	287,13
25/07/2023	288,75
26/07/2023	289,29
27/07/2023	289,84
28/07/2023	290,38
29/07/2023	290,93
30/07/2023	290,93
31/07/2023	290,93
01/08/2023	292,58
02/08/2023	293,13
03/08/2023	293,68
04/08/2023	294,23
05/08/2023	294,78
06/08/2023	294,78
07/08/2023	294,78
08/08/2023	296,45
09/08/2023	297,01
10/08/2023	297,57
11/08/2023	298,13
12/08/2023	298,69
13/08/2023	298,69
14/08/2023	298,69
15/08/2023	300,38
16/08/2023	300,94
17/08/2023	301,54
18/08/2023	302,13
19/08/2023	302,73
20/08/2023	302,73
21/08/2023	302,73
22/08/2023	302,73
23/08/2023	305,12
24/08/2023	305,72
25/08/2023	306,33
26/08/2023	306,93
27/08/2023	306,93
28/08/2023	306,93
29/08/2023	308,75
30/08/2023	309,36
31/08/2023	309,97
01/09/2023	310,58
02/09/2023	311,20
03/09/2023	311,20
04/09/2023	311,20
05/09/2023	313,04
06/09/2023	313,66
07/09/2023	314,28
08/09/2023	314,90
09/09/2023	315,52
10/09/2023	315,52
11/09/2023	315,52
12/09/2023	317,39
13/09/2023	318,02
14/09/2023	318,64
15/09/2023	319,27
16/09/2023	319,90
17/09/2023	319,90
18/09/2023	319,90
19/09/2023	323,66
20/09/2023	324,93
21/09/2023	326,19
22/09/2023	327,47
23/09/2023	328,75
24/09/2023	328,75
25/09/2023	328,75
26/09/2023	332,61
27/09/2023	333,91
28/09/2023	335,21
29/09/2023	336,52
30/09/2023	337,84
01/10/2023	337,84
02/10/2023	337,84
03/10/2023	341,81
04/10/2023	343,14
05/10/2023	344,48
06/10/2023	345,83
07/10/2023	347,18
08/10/2023	347,18
09/10/2023	347,18
10/10/2023	351,26
11/10/2023	352,63
12/10/2023	354,01
13/10/2023	355,39
14/10/2023	355,39
15/10/2023	355,39
16/10/2023	355,39
17/10/2023	355,39
18/10/2023	362,35
19/10/2023	363,75
20/10/2023	365,16
21/10/2023	366,57
22/10/2023	366,57
23/10/2023	366,57
24/10/2023	370,84
25/10/2023	372,27
26/10/2023	373,71
27/10/2023	375,15
28/10/2023	376,60
29/10/2023	376,60
30/10/2023	376,60
31/10/2023	380,98
01/11/2023	382,46
02/11/2023	383,93
03/11/2023	385,42
04/11/2023	386,91
05/11/2023	386,91
06/11/2023	386,91
07/11/2023	386,91
08/11/2023	392,92
09/11/2023	394,44
10/11/2023	395,96
11/11/2023	397,49
12/11/2023	397,49
13/11/2023	397,49
14/11/2023	402,12
15/11/2023	403,67
16/11/2023	405,23
17/11/2023	406,31
18/11/2023	407,39
19/11/2023	407,39
20/11/2023	407,39
21/11/2023	407,39
22/11/2023	411,75
23/11/2023	412,84
24/11/2023	413,94
25/11/2023	415,04
26/11/2023	415,04
27/11/2023	415,04
28/11/2023	418,37
29/11/2023	419,48
30/11/2023	420,60
01/12/2023	421,72
02/12/2023	422,84
03/12/2023	422,84
04/12/2023	422,84
05/12/2023	426,22
06/12/2023	427,36
07/12/2023	428,49
08/12/2023	429,64
09/12/2023	429,64
10/12/2023	429,64
11/12/2023	429,64
12/12/2023	434,23
13/12/2023	435,38
14/12/2023	436,54
15/12/2023	437,70
16/12/2023	438,87
17/12/2023	438,87
18/12/2023	438,87
19/12/2023	444,01
20/12/2023	445,74
21/12/2023	447,48
22/12/2023	449,22
23/12/2023	450,97
24/12/2023	450,97
25/12/2023	450,97
26/12/2023	450,97
27/12/2023	458,03
28/12/2023	459,81
29/12/2023	461,60
30/12/2023	463,40
31/12/2023	463,40
01/01/2024	463,40
02/01/2024	463,40
03/01/2024	470,66
04/01/2024	472,49
05/01/2024	474,33
06/01/2024	476,18
07/01/2024	476,18
08/01/2024	476,18
09/01/2024	481,76
10/01/2024	483,64
11/01/2024	485,52
12/01/2024	487,41
13/01/2024	489,31
14/01/2024	489,31
