Price,Close,High,Low,Open,Volume
Ticker,DGCU2.BA,DGCU2.BA,DGCU2.BA,DGCU2.BA,DGCU2.BA
Date,,,,,
2000-01-03,0.814226508140564,0.8217656349857421,0.814226508140564,0.814226508140564,38000
2000-01-04,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,193600
2000-01-05,0.8066875338554382,0.8142266621264098,0.8066875338554382,0.8066875338554382,12450
2000-01-06,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,76000
2000-01-07,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,7400
2000-01-10,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-01-11,0.8217657208442688,0.829304848477139,0.8217657208442688,0.8217657208442688,94063
2000-01-12,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-01-13,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,50200
2000-01-14,0.8443831205368042,0.8443831205368042,0.8368439927539884,0.8443831205368042,216390
2000-01-17,0.8293048739433289,0.8368440018077097,0.8293048739433289,0.8293048739433289,13500
2000-01-18,0.8443831205368042,0.8443831205368042,0.8293048649711725,0.8443831205368042,363734
2000-01-19,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,87375
2000-01-20,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,113005
2000-01-21,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-01-24,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,15760
2000-01-25,0.85946124792099,0.85946124792099,0.8519221212625717,0.85946124792099,155700
2000-01-26,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,9000
2000-01-27,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,2700
2000-01-28,0.8368440270423889,0.8368440270423888,0.8293048989506688,0.8368440270423888,30600
2000-01-31,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-02-01,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-02-02,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-02-03,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,68600
2000-02-04,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,12500
2000-02-07,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,3100
2000-02-08,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,5500
2000-02-09,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,10086
2000-02-10,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-02-11,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,8800
2000-02-14,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-02-15,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-02-16,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,22700
2000-02-17,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,0
2000-02-18,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,0
2000-02-21,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,9587
2000-02-22,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,10000
2000-02-23,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,68600
2000-02-24,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-02-25,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-02-28,0.8443831205368042,0.8519222483196199,0.8443831205368042,0.8443831205368042,53500
2000-02-29,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,12900
2000-03-01,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,0
2000-03-02,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,40000
2000-03-03,0.8443831205368042,0.8443831205368042,0.8368439927539884,0.8443831205368042,49500
2000-03-06,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,93000
2000-03-07,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,36500
2000-03-08,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,100000
2000-03-09,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,94118
2000-03-10,0.8368440270423889,0.8368440270423888,0.8293048989506688,0.8368440270423888,15300
2000-03-13,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-03-14,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,260500
2000-03-15,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,3000
2000-03-16,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,90082
2000-03-17,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,62200
2000-03-20,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-03-21,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,69800
2000-03-22,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,122900
2000-03-23,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,16000
2000-03-24,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,4425
2000-03-27,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-03-28,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,2000
2000-03-29,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,0
2000-03-30,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,3175
2000-03-31,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,200000
2000-04-03,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-04-04,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-04-05,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-04-06,0.8519222140312195,0.8519222140312195,0.8443830865518405,0.8519222140312195,28000
2000-04-07,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,65685
2000-04-10,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-11,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-12,0.8519222140312195,0.8594613415105984,0.8519222140312195,0.8519222140312195,38461
2000-04-13,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,5535
2000-04-14,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-17,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-18,0.8519222140312195,0.8594613415105984,0.8519222140312195,0.8519222140312195,165075
2000-04-19,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-20,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-21,0.8519222140312195,0.8519222140312195,0.8519222140312195,0.8519222140312195,0
2000-04-24,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,4500
2000-04-25,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-04-26,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,10400
2000-04-27,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,32768
2000-04-28,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,2700
2000-05-01,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-05-02,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,4500
2000-05-03,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,9000
2000-05-04,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,44100
2000-05-05,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-05-08,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,36085
2000-05-09,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,20800
2000-05-10,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-05-11,0.8368440270423889,0.8368440270423888,0.8368440270423888,0.8368440270423888,0
2000-05-12,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,13900
2000-05-15,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-05-16,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-05-17,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-05-18,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-05-19,0.7916091084480286,0.8066874533588533,0.7916091084480286,0.7916091084480286,29980
2000-05-22,0.7765308618545532,0.7765308618545532,0.7765308618545532,0.7765308618545532,60833
2000-05-23,0.7765308618545532,0.7765308618545532,0.7765308618545532,0.7765308618545532,0
2000-05-24,0.7916091084480286,0.7916091084480286,0.7765308534106931,0.7916091084480286,36060
2000-05-25,0.7916091084480286,0.7916091084480286,0.7916091084480286,0.7916091084480286,0
2000-05-26,0.7916091084480286,0.7916091084480286,0.7916091084480286,0.7916091084480286,29450
2000-05-29,0.7916091084480286,0.7916091084480286,0.7916091084480286,0.7916091084480286,2700
2000-05-30,0.814226508140564,0.814226508140564,0.8066873812953859,0.814226508140564,24932
2000-05-31,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-01,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,17000
2000-06-02,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,61200
2000-06-05,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,5500
2000-06-06,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-07,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,33436
2000-06-08,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-09,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-12,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-13,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,46200
2000-06-14,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-15,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-16,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-19,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-20,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-21,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-22,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-23,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-26,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,0
2000-06-27,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,16330
2000-06-28,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-06-29,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,54929
2000-06-30,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-03,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-04,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-05,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,34400
2000-07-06,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,54900
2000-07-07,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,11700
2000-07-10,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-11,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-12,0.814226508140564,0.814226508140564,0.814226508140564,0.814226508140564,46000
2000-07-13,0.8066875338554382,0.8142266621264098,0.8066875338554382,0.8066875338554382,14550
2000-07-14,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-17,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-07-18,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,6165
2000-07-19,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,9900
2000-07-20,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,50992
2000-07-21,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,300000
2000-07-24,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,107680
2000-07-25,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,12815
2000-07-26,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,93210
2000-07-27,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,14445
2000-07-28,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,0
2000-07-31,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,25000
2000-08-01,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,70720
2000-08-02,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-08-03,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-08-04,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-08-07,0.8443831205368042,0.8443831205368042,0.8443831205368042,0.8443831205368042,0
2000-08-08,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,21100
2000-08-09,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,30150
2000-08-10,0.8293048739433289,0.8293048739433289,0.8293048739433289,0.8293048739433289,19100
2000-08-11,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,13000
2000-08-14,0.85946124792099,0.85946124792099,0.85946124792099,0.85946124792099,0
2000-08-15,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,868410
2000-08-16,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-08-17,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-08-18,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-08-21,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-08-22,0.8217657208442688,0.8217657208442688,0.8217657208442688,0.8217657208442688,0
2000-08-23,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,94000
2000-08-24,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
2000-08-25,0.8066875338554382,0.8066875338554382,0.8066875338554382,0.8066875338554382,0
